               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.016537,            0.014954,           0.0019912,             0.91797,             0.86494,             0.89567,             0.69788,            0.018997,           0.0086283,            0.003332,            0.004753,            0.004753,            0.004753
                 161,            0.017451,              0.0153,           0.0022077,              0.9039,             0.85997,             0.89031,             0.70134,            0.019243,           0.0086678,           0.0034628,             0.00472,             0.00472,             0.00472
                 162,            0.016984,             0.01429,           0.0026423,             0.87309,             0.83477,             0.88133,               0.675,            0.019463,           0.0094676,           0.0057711,            0.004687,            0.004687,            0.004687
                 163,             0.01794,             0.01489,           0.0020513,             0.93416,             0.77793,             0.84151,             0.68098,            0.018893,           0.0098474,           0.0046546,            0.004654,            0.004654,            0.004654
                 164,            0.016763,              0.0154,           0.0017226,              0.8703,             0.82359,             0.85381,             0.68445,            0.019034,           0.0091076,           0.0048989,            0.004621,            0.004621,            0.004621
                 165,            0.015997,            0.013875,           0.0020027,             0.93104,             0.81184,              0.8735,             0.69245,            0.019536,           0.0097616,           0.0069939,            0.004588,            0.004588,            0.004588
                 166,            0.016711,            0.015552,           0.0017005,             0.89669,             0.81829,             0.88416,             0.69902,            0.018033,            0.009032,            0.010083,            0.004555,            0.004555,            0.004555
                 167,            0.017004,             0.01489,           0.0017955,             0.92606,             0.82709,             0.88105,             0.70447,            0.018346,             0.00884,           0.0083609,            0.004522,            0.004522,            0.004522
                 168,            0.016793,             0.01526,           0.0015452,             0.89164,             0.81436,             0.87742,              0.6902,             0.01897,           0.0091335,           0.0085798,            0.004489,            0.004489,            0.004489
                 169,            0.016381,             0.01441,             0.00134,             0.89434,             0.81998,             0.87012,             0.68429,            0.018729,           0.0092073,           0.0081108,            0.004456,            0.004456,            0.004456
                 170,             0.01696,            0.014072,           0.0015339,             0.89684,             0.82699,             0.88465,             0.69245,            0.017938,            0.009119,           0.0082634,            0.004423,            0.004423,            0.004423
                 171,            0.016778,            0.014851,           0.0016458,             0.89179,             0.84749,             0.89177,             0.70231,            0.017196,           0.0089229,           0.0064605,             0.00439,             0.00439,             0.00439
                 172,            0.016186,            0.014778,           0.0015085,              0.9055,             0.85275,             0.88962,             0.68351,            0.017167,           0.0091263,           0.0040908,            0.004357,            0.004357,            0.004357
                 173,            0.016769,            0.014104,           0.0014183,              0.8735,             0.85788,             0.88857,             0.69746,            0.016891,           0.0092228,           0.0037257,            0.004324,            0.004324,            0.004324
                 174,            0.016737,             0.01433,           0.0013308,             0.92693,              0.8416,             0.89753,             0.71674,            0.017531,           0.0090565,           0.0050522,            0.004291,            0.004291,            0.004291
                 175,            0.016056,            0.015064,           0.0015099,             0.89914,             0.86673,             0.89773,             0.72483,            0.017668,           0.0091159,           0.0039342,            0.004258,            0.004258,            0.004258
                 176,            0.015827,            0.013734,           0.0015184,             0.91335,             0.81151,             0.89178,             0.71235,            0.017691,            0.009341,           0.0050501,            0.004225,            0.004225,            0.004225
                 177,            0.016921,            0.014266,              0.0013,             0.88781,             0.84706,             0.90293,             0.71173,            0.017604,           0.0090302,           0.0040435,            0.004192,            0.004192,            0.004192
                 178,            0.016342,            0.013853,           0.0012596,             0.93367,             0.78136,             0.88397,             0.68397,            0.017766,           0.0095358,            0.005354,            0.004159,            0.004159,            0.004159
                 179,            0.015975,            0.014393,           0.0013615,             0.89286,              0.8596,             0.88966,             0.71381,            0.017526,           0.0094177,           0.0028825,            0.004126,            0.004126,            0.004126
                 180,             0.01574,            0.013657,           0.0013218,             0.92362,              0.8478,             0.89129,             0.69614,            0.018237,           0.0093298,           0.0034688,            0.004093,            0.004093,            0.004093
                 181,            0.015679,            0.013867,           0.0012946,              0.9057,               0.877,             0.90065,             0.71768,            0.018467,           0.0093194,           0.0023648,             0.00406,             0.00406,             0.00406
                 182,            0.015049,             0.01404,           0.0018965,             0.90046,             0.84236,             0.89712,             0.69471,            0.017876,           0.0094596,           0.0059552,            0.004027,            0.004027,            0.004027
                 183,            0.015545,            0.013333,            0.001415,             0.89497,             0.81837,             0.89101,             0.68784,            0.018043,           0.0099497,           0.0045454,            0.003994,            0.003994,            0.003994
                 184,            0.016548,            0.014414,           0.0019822,             0.91173,             0.80885,             0.87921,             0.68794,            0.018039,            0.010242,           0.0031018,            0.003961,            0.003961,            0.003961
                 185,            0.015481,            0.014196,           0.0014986,             0.85092,             0.82802,             0.86597,             0.68957,            0.017636,           0.0096262,           0.0029486,            0.003928,            0.003928,            0.003928
                 186,            0.016134,            0.013895,             0.00156,             0.92905,              0.8253,             0.88309,             0.70142,            0.017577,           0.0096511,             0.00289,            0.003895,            0.003895,            0.003895
                 187,            0.016451,            0.013914,           0.0014981,             0.87151,             0.83615,             0.87891,             0.70113,            0.017758,           0.0096121,           0.0066304,            0.003862,            0.003862,            0.003862
                 188,             0.01668,            0.013777,           0.0018312,             0.92556,             0.81461,             0.87754,             0.69948,            0.017446,           0.0097308,           0.0042701,            0.003829,            0.003829,            0.003829
                 189,            0.015685,            0.013567,           0.0016448,             0.91676,             0.81027,             0.88265,             0.68853,            0.016918,           0.0098966,            0.007183,            0.003796,            0.003796,            0.003796
                 190,            0.015677,            0.014294,           0.0014822,               0.908,             0.81524,             0.89746,              0.6946,            0.017003,           0.0095469,           0.0075547,            0.003763,            0.003763,            0.003763
                 191,            0.015566,            0.013814,           0.0014342,             0.90631,             0.80667,             0.89918,             0.70241,            0.016544,           0.0089804,           0.0037095,             0.00373,             0.00373,             0.00373
                 192,            0.015053,            0.012983,           0.0011138,             0.85963,             0.83527,              0.8877,             0.68773,            0.017031,           0.0091288,           0.0036906,            0.003697,            0.003697,            0.003697
                 193,            0.015637,            0.013661,           0.0013914,             0.84448,             0.87491,             0.89108,             0.69644,            0.017574,           0.0092359,           0.0051783,            0.003664,            0.003664,            0.003664
                 194,            0.015213,            0.013873,            0.001287,               0.897,             0.83905,             0.90159,             0.71846,            0.017191,           0.0090327,           0.0039411,            0.003631,            0.003631,            0.003631
                 195,            0.015775,             0.01453,           0.0013719,             0.83243,             0.85305,             0.88872,             0.70625,            0.017413,           0.0094061,           0.0038974,            0.003598,            0.003598,            0.003598
                 196,            0.016306,            0.013341,           0.0012663,             0.88812,             0.84176,             0.89733,             0.69872,            0.017167,           0.0095061,           0.0043569,            0.003565,            0.003565,            0.003565
                 197,            0.015907,            0.013508,           0.0011105,             0.94523,             0.82258,             0.88441,             0.69157,             0.01708,           0.0098828,           0.0038592,            0.003532,            0.003532,            0.003532
                 198,            0.015841,            0.013509,           0.0015263,             0.92783,              0.8263,             0.88849,             0.69891,            0.017605,           0.0093971,           0.0030212,            0.003499,            0.003499,            0.003499
                 199,            0.014816,               0.013,           0.0014153,             0.91961,             0.82395,             0.88614,             0.70469,            0.018062,            0.009198,           0.0049113,            0.003466,            0.003466,            0.003466
                 200,            0.014919,             0.01316,           0.0014377,             0.88876,             0.82339,             0.88727,             0.70835,            0.018168,           0.0096289,           0.0039657,            0.003433,            0.003433,            0.003433
                 201,            0.015238,            0.013811,           0.0014864,             0.91718,             0.83531,             0.89276,             0.71133,            0.018162,           0.0096888,           0.0046399,              0.0034,              0.0034,              0.0034
                 202,            0.015141,            0.013719,           0.0015365,             0.94218,             0.77073,             0.88791,             0.69942,            0.017973,           0.0096648,            0.005132,            0.003367,            0.003367,            0.003367
                 203,            0.015425,             0.01299,           0.0010829,             0.87827,             0.83935,             0.88222,             0.70265,            0.017282,           0.0096174,           0.0038306,            0.003334,            0.003334,            0.003334
                 204,            0.015539,             0.01465,          0.00086601,             0.91771,             0.82884,             0.88176,             0.71545,            0.016962,           0.0094429,           0.0024431,            0.003301,            0.003301,            0.003301
                 205,            0.015352,            0.013079,           0.0013713,             0.92723,             0.83851,             0.87824,             0.72539,            0.017298,           0.0096454,           0.0017813,            0.003268,            0.003268,            0.003268
                 206,            0.014561,            0.012561,           0.0012256,             0.88828,             0.84843,             0.87852,             0.71327,            0.017594,           0.0099561,           0.0027482,            0.003235,            0.003235,            0.003235
                 207,            0.014862,             0.01358,           0.0012899,             0.91376,             0.79391,             0.87909,             0.71177,             0.01748,           0.0094824,           0.0034122,            0.003202,            0.003202,            0.003202
                 208,              0.0145,            0.013278,           0.0010042,             0.90247,             0.83773,             0.89215,             0.71534,            0.017878,           0.0092831,           0.0029497,            0.003169,            0.003169,            0.003169
                 209,            0.015213,            0.013295,           0.0017871,             0.89525,             0.85128,             0.89328,             0.72479,            0.017169,           0.0088646,           0.0023804,            0.003136,            0.003136,            0.003136
                 210,            0.015058,            0.012744,           0.0013279,                0.83,             0.84922,             0.88384,             0.70092,            0.016395,           0.0092454,           0.0044362,            0.003103,            0.003103,            0.003103
                 211,            0.014444,            0.013318,           0.0016553,             0.93294,             0.81103,              0.8947,             0.73244,            0.016487,           0.0092427,           0.0022542,             0.00307,             0.00307,             0.00307
                 212,            0.014834,            0.014096,           0.0011284,             0.90889,             0.84915,             0.89463,             0.72485,            0.017552,           0.0094594,           0.0022474,            0.003037,            0.003037,            0.003037
                 213,            0.013824,             0.01206,           0.0010992,             0.92112,             0.82719,             0.88399,             0.70413,            0.017726,            0.009617,           0.0027562,            0.003004,            0.003004,            0.003004
                 214,            0.014658,             0.01316,           0.0013153,             0.93782,             0.82906,             0.89736,             0.72324,            0.017817,            0.009593,           0.0021121,            0.002971,            0.002971,            0.002971
                 215,            0.014797,            0.013307,             0.00102,             0.94447,             0.80605,              0.8942,             0.72757,            0.017753,           0.0093574,           0.0021315,            0.002938,            0.002938,            0.002938
                 216,            0.014096,            0.013113,            0.001479,             0.95998,             0.81303,             0.89769,             0.72386,            0.017673,           0.0090697,           0.0014106,            0.002905,            0.002905,            0.002905
                 217,            0.014504,            0.013022,           0.0011434,             0.91057,             0.85837,             0.89141,             0.71022,               0.018,           0.0095737,            0.001724,            0.002872,            0.002872,            0.002872
                 218,            0.014377,            0.013168,           0.0014638,             0.94947,             0.86549,             0.89662,             0.72993,            0.018083,           0.0095396,           0.0018164,            0.002839,            0.002839,            0.002839
                 219,            0.014817,            0.012864,            0.001046,             0.94733,             0.85808,             0.89617,             0.72064,            0.018339,           0.0093742,           0.0023064,            0.002806,            0.002806,            0.002806
                 220,            0.013909,            0.012615,           0.0010933,             0.94097,             0.84061,             0.90432,             0.72577,            0.018453,           0.0094226,           0.0027443,            0.002773,            0.002773,            0.002773
                 221,            0.013975,            0.013008,           0.0013148,             0.91416,             0.84129,             0.90484,             0.72968,            0.018093,           0.0089447,           0.0024974,             0.00274,             0.00274,             0.00274
                 222,            0.013503,            0.012705,          0.00099486,             0.91459,             0.84482,             0.90739,             0.73015,            0.017655,            0.008879,           0.0021453,            0.002707,            0.002707,            0.002707
                 223,            0.013813,            0.012679,           0.0013102,             0.93649,             0.82247,             0.90908,             0.73355,            0.017409,           0.0091292,           0.0019528,            0.002674,            0.002674,            0.002674
                 224,            0.014103,            0.012873,          0.00084639,             0.87782,             0.84733,             0.90066,             0.72319,            0.017568,           0.0091776,           0.0026077,            0.002641,            0.002641,            0.002641
                 225,            0.013713,            0.012555,           0.0011008,             0.88507,             0.82008,             0.88919,             0.70535,            0.017715,           0.0093708,           0.0031171,            0.002608,            0.002608,            0.002608
                 226,             0.01364,            0.012479,           0.0010208,             0.93834,              0.8275,               0.899,             0.71862,            0.017832,           0.0094258,           0.0026706,            0.002575,            0.002575,            0.002575
                 227,              0.0135,            0.012876,           0.0011089,             0.90636,             0.85985,             0.89317,             0.72166,            0.017862,           0.0094412,           0.0025497,            0.002542,            0.002542,            0.002542
                 228,            0.014003,            0.012812,           0.0014703,             0.87759,             0.83951,             0.89086,             0.71962,            0.018134,           0.0094364,            0.002336,            0.002509,            0.002509,            0.002509
                 229,             0.01325,            0.011871,           0.0010696,             0.94124,             0.78283,             0.88845,             0.72718,             0.01785,           0.0092571,           0.0023546,            0.002476,            0.002476,            0.002476
                 230,            0.014414,            0.012971,           0.0010833,             0.95725,             0.80225,             0.89448,             0.73367,            0.017422,           0.0088259,            0.001429,            0.002443,            0.002443,            0.002443
                 231,            0.014437,            0.012963,          0.00081492,             0.94798,             0.83494,             0.90695,             0.72859,            0.017759,           0.0089206,           0.0013049,             0.00241,             0.00241,             0.00241
                 232,            0.014399,            0.012882,           0.0010001,             0.92386,             0.83448,             0.90909,             0.72686,            0.017775,            0.009357,            0.001516,            0.002377,            0.002377,            0.002377
                 233,             0.01368,            0.012235,           0.0010741,             0.94273,             0.82536,             0.89462,             0.71029,            0.018093,           0.0096442,           0.0028611,            0.002344,            0.002344,            0.002344
                 234,            0.014347,            0.013019,           0.0013313,             0.93376,             0.80227,             0.87293,             0.71894,            0.018458,           0.0097687,           0.0014758,            0.002311,            0.002311,            0.002311
                 235,            0.013724,            0.012756,          0.00073031,             0.93606,             0.80295,             0.88204,             0.73345,            0.017882,           0.0095789,           0.0012117,            0.002278,            0.002278,            0.002278
                 236,            0.013513,            0.012276,          0.00096464,             0.90174,             0.85497,             0.88804,              0.7337,            0.017788,           0.0093826,           0.0011803,            0.002245,            0.002245,            0.002245
                 237,            0.013567,            0.012476,           0.0013799,             0.93685,             0.81725,              0.8831,             0.72685,            0.017652,           0.0096659,           0.0012902,            0.002212,            0.002212,            0.002212
                 238,            0.013373,            0.012287,            0.001239,             0.92489,             0.81775,             0.87845,             0.73011,            0.017352,            0.010053,           0.0015777,            0.002179,            0.002179,            0.002179
                 239,             0.01364,            0.012964,           0.0011191,             0.88174,             0.83433,             0.88645,             0.72369,            0.017455,            0.010342,           0.0029648,            0.002146,            0.002146,            0.002146
                 240,            0.013592,            0.013134,          0.00095544,              0.9377,             0.84351,             0.90299,             0.72217,             0.01758,           0.0098996,           0.0030441,            0.002113,            0.002113,            0.002113
                 241,            0.013237,            0.012079,           0.0010874,             0.91493,             0.84994,             0.90272,             0.71983,            0.017788,           0.0096536,           0.0031602,             0.00208,             0.00208,             0.00208
                 242,             0.01292,            0.012196,          0.00097281,             0.89787,             0.82925,             0.87657,             0.72937,            0.017671,           0.0096615,           0.0026574,            0.002047,            0.002047,            0.002047
                 243,            0.013222,            0.012939,            0.001006,             0.94457,             0.80389,             0.90433,               0.739,            0.017377,           0.0095114,           0.0023392,            0.002014,            0.002014,            0.002014
                 244,            0.013054,            0.012003,          0.00072136,             0.91925,             0.81904,             0.90753,             0.73634,            0.017269,           0.0093787,           0.0024313,            0.001981,            0.001981,            0.001981
                 245,             0.01333,            0.011733,           0.0010515,             0.91273,             0.82507,             0.90842,              0.7326,            0.017275,           0.0094718,           0.0022272,            0.001948,            0.001948,            0.001948
                 246,            0.013385,            0.012098,          0.00068383,             0.91243,             0.83299,             0.89968,             0.72922,            0.017549,           0.0096042,           0.0019732,            0.001915,            0.001915,            0.001915
                 247,            0.012997,             0.01211,          0.00069666,             0.92442,             0.85243,             0.89595,             0.72444,            0.017742,           0.0093955,            0.002014,            0.001882,            0.001882,            0.001882
                 248,            0.013118,            0.012067,             0.00082,              0.9195,             0.82841,             0.89062,             0.73108,            0.017617,           0.0094883,           0.0022776,            0.001849,            0.001849,            0.001849
                 249,             0.01286,            0.012536,           0.0010009,             0.90562,             0.82847,             0.88949,             0.72967,            0.017927,           0.0094894,           0.0032363,            0.001816,            0.001816,            0.001816
                 250,            0.012817,            0.012255,          0.00072069,             0.92038,             0.81512,              0.8844,              0.7227,            0.018189,           0.0094455,           0.0039235,            0.001783,            0.001783,            0.001783
                 251,            0.012757,            0.012052,           0.0011625,             0.95049,             0.75449,             0.88603,             0.72081,            0.017923,           0.0094426,           0.0051456,             0.00175,             0.00175,             0.00175
                 252,            0.012703,            0.011294,          0.00068817,             0.93346,             0.77076,             0.88394,              0.7216,            0.018198,            0.009526,           0.0045153,            0.001717,            0.001717,            0.001717
                 253,            0.012661,            0.011945,           0.0010489,             0.94889,             0.78764,             0.88942,             0.72128,             0.01789,           0.0093911,           0.0031945,            0.001684,            0.001684,            0.001684
                 254,            0.012865,             0.01213,          0.00098824,             0.88131,             0.84782,             0.89921,              0.7255,            0.017778,           0.0097528,           0.0033089,            0.001651,            0.001651,            0.001651
                 255,            0.013118,            0.012069,           0.0010201,             0.91905,             0.83918,             0.89511,             0.71658,            0.017879,            0.009988,           0.0025956,            0.001618,            0.001618,            0.001618
                 256,            0.012439,            0.011203,          0.00070014,             0.89391,             0.86435,             0.89246,             0.71583,            0.017679,           0.0099141,           0.0021979,            0.001585,            0.001585,            0.001585
                 257,            0.012674,            0.011548,           0.0008953,             0.89721,             0.85963,             0.89198,             0.72079,             0.01743,           0.0097722,           0.0023865,            0.001552,            0.001552,            0.001552
                 258,            0.013238,            0.012062,           0.0010371,             0.89137,              0.8472,             0.87319,             0.72264,            0.017362,           0.0099169,           0.0028779,            0.001519,            0.001519,            0.001519
                 259,            0.012679,            0.011176,          0.00088204,             0.89285,             0.83435,               0.873,             0.72776,            0.017414,            0.010129,           0.0027854,            0.001486,            0.001486,            0.001486
                 260,            0.012102,            0.011829,          0.00052524,             0.91507,             0.85816,             0.89558,             0.72056,             0.01754,             0.01009,           0.0040581,            0.001453,            0.001453,            0.001453
                 261,            0.012454,            0.012657,          0.00058389,             0.87629,             0.85526,             0.88024,             0.71807,            0.017468,            0.010044,           0.0045133,             0.00142,             0.00142,             0.00142
                 262,            0.011851,            0.012025,          0.00070885,             0.87003,             0.86827,             0.89873,             0.73478,            0.017584,           0.0099179,           0.0042182,            0.001387,            0.001387,            0.001387
                 263,            0.012297,            0.011288,          0.00062651,             0.87085,             0.88054,             0.90429,             0.72926,            0.017597,            0.009893,           0.0035889,            0.001354,            0.001354,            0.001354
                 264,            0.012548,            0.011989,          0.00054092,             0.84962,             0.86329,             0.88107,             0.72334,            0.017632,           0.0098285,           0.0054739,            0.001321,            0.001321,            0.001321
                 265,            0.012356,            0.011637,           0.0005808,              0.8674,              0.8524,             0.88678,             0.72924,            0.017435,           0.0098298,           0.0030261,            0.001288,            0.001288,            0.001288
                 266,              0.0123,            0.011374,          0.00047694,              0.8452,             0.86669,             0.88296,             0.72524,            0.017137,           0.0096386,           0.0022099,            0.001255,            0.001255,            0.001255
                 267,            0.012071,            0.011821,          0.00062422,             0.93151,             0.78718,             0.88528,              0.7346,            0.017088,           0.0096281,           0.0022162,            0.001222,            0.001222,            0.001222
                 268,            0.012573,            0.011628,          0.00091149,             0.86434,             0.85966,             0.90311,             0.74365,            0.017105,           0.0096326,           0.0027297,            0.001189,            0.001189,            0.001189
                 269,            0.011957,            0.011511,          0.00075925,             0.97011,             0.76917,             0.90136,              0.7449,            0.017068,            0.009397,           0.0032851,            0.001156,            0.001156,            0.001156
                 270,             0.01205,            0.011752,           0.0008627,             0.89651,             0.85369,             0.90567,             0.73328,            0.017408,           0.0094358,           0.0028833,            0.001123,            0.001123,            0.001123
                 271,            0.011534,            0.011619,          0.00085837,             0.87766,             0.86676,             0.90577,             0.73485,            0.017328,             0.00942,           0.0039492,             0.00109,             0.00109,             0.00109
                 272,            0.011576,            0.011584,          0.00057172,             0.92961,             0.82347,             0.90563,             0.72035,            0.017002,           0.0094071,           0.0040852,            0.001057,            0.001057,            0.001057
                 273,            0.012203,            0.011983,          0.00050069,             0.90445,             0.81976,             0.88882,             0.72859,            0.017003,           0.0094651,           0.0023418,            0.001024,            0.001024,            0.001024
                 274,            0.012407,            0.011764,          0.00045316,             0.85817,             0.85535,             0.87925,             0.72666,            0.016871,           0.0096614,           0.0025663,            0.000991,            0.000991,            0.000991
                 275,            0.012067,            0.012231,          0.00054798,             0.88147,             0.84671,             0.87907,             0.72325,             0.01708,           0.0096049,           0.0026088,            0.000958,            0.000958,            0.000958
                 276,            0.011356,            0.011842,          0.00069902,             0.90518,             0.84054,              0.8788,             0.73512,             0.01734,           0.0095498,           0.0028021,            0.000925,            0.000925,            0.000925
                 277,            0.011577,             0.01106,          0.00055721,              0.9055,             0.82921,             0.88237,             0.73515,            0.017321,           0.0095388,           0.0030962,            0.000892,            0.000892,            0.000892
                 278,            0.012135,             0.01123,           0.0005551,             0.88644,              0.8684,             0.88453,             0.73389,            0.017374,           0.0097065,           0.0026864,            0.000859,            0.000859,            0.000859
                 279,            0.011493,            0.011152,          0.00076829,             0.89659,             0.88654,             0.90731,             0.73724,            0.017507,            0.009743,           0.0024025,            0.000826,            0.000826,            0.000826
                 280,            0.011821,            0.011341,          0.00067216,             0.93424,             0.84258,             0.90491,             0.73545,            0.017343,           0.0097377,           0.0024121,            0.000793,            0.000793,            0.000793
                 281,            0.011385,            0.011355,          0.00053732,             0.90527,             0.87726,             0.90579,             0.73666,            0.017322,           0.0097034,           0.0025493,             0.00076,             0.00076,             0.00076
                 282,            0.011107,            0.011238,          0.00052952,              0.9041,             0.88105,             0.90486,              0.7369,            0.017191,            0.009613,           0.0024606,            0.000727,            0.000727,            0.000727
                 283,            0.012112,            0.011486,          0.00090467,               0.896,             0.88786,             0.90694,             0.74525,            0.016907,             0.00954,           0.0026145,            0.000694,            0.000694,            0.000694
                 284,            0.011775,            0.011434,          0.00063586,             0.91105,             0.85946,             0.90073,              0.7434,            0.016975,             0.00946,           0.0025192,            0.000661,            0.000661,            0.000661
                 285,             0.01149,            0.011038,          0.00052058,             0.89909,              0.8684,             0.90246,             0.74168,            0.017184,           0.0095588,           0.0021912,            0.000628,            0.000628,            0.000628
                 286,            0.012153,            0.011797,          0.00058975,             0.91634,             0.86576,             0.89989,             0.73577,             0.01759,           0.0096742,           0.0023483,            0.000595,            0.000595,            0.000595
                 287,            0.011341,            0.011098,          0.00053598,             0.95753,             0.81709,             0.89497,             0.73777,            0.017532,           0.0096236,           0.0026104,            0.000562,            0.000562,            0.000562
                 288,            0.012162,            0.011884,          0.00064864,             0.95699,             0.81997,             0.89704,             0.73635,            0.017397,           0.0096746,           0.0028874,            0.000529,            0.000529,            0.000529
                 289,            0.011123,            0.010793,          0.00054266,             0.91242,              0.8575,             0.89389,               0.727,            0.017363,           0.0097539,           0.0027283,            0.000496,            0.000496,            0.000496
                 290,            0.011675,            0.010979,          0.00054734,             0.91167,             0.86351,             0.89793,             0.72831,            0.017359,           0.0097527,           0.0028169,            0.000463,            0.000463,            0.000463
                 291,             0.01144,            0.010614,          0.00064344,             0.90523,             0.86864,              0.8999,             0.73761,            0.017255,           0.0097271,            0.002339,             0.00043,             0.00043,             0.00043
                 292,            0.011215,            0.011331,          0.00039758,             0.89995,             0.87792,             0.90034,             0.73444,            0.017176,           0.0097738,           0.0023129,            0.000397,            0.000397,            0.000397
                 293,             0.01154,             0.01136,          0.00059565,             0.91414,             0.86417,             0.89775,             0.73297,            0.017348,           0.0098628,           0.0024369,            0.000364,            0.000364,            0.000364
                 294,            0.011156,            0.011762,          0.00053518,             0.91153,             0.86343,             0.89839,             0.73928,            0.017368,           0.0098369,           0.0025333,            0.000331,            0.000331,            0.000331
                 295,            0.011142,            0.010972,          0.00061519,             0.90287,             0.86361,             0.89611,             0.73397,            0.017351,           0.0098261,           0.0027643,            0.000298,            0.000298,            0.000298
                 296,            0.011852,            0.011409,          0.00043707,             0.90858,             0.86134,             0.89713,             0.73356,            0.017375,           0.0097969,           0.0028649,            0.000265,            0.000265,            0.000265
                 297,            0.011245,            0.011607,          0.00069395,             0.90879,             0.86361,             0.89446,             0.73645,            0.017488,           0.0098206,           0.0028155,            0.000232,            0.000232,            0.000232
                 298,            0.011288,            0.010943,          0.00048931,             0.90199,             0.87228,             0.89664,             0.73505,            0.017415,           0.0097918,           0.0029699,            0.000199,            0.000199,            0.000199
                 299,            0.010807,            0.011288,          0.00041089,             0.90886,             0.86052,             0.89521,              0.7293,            0.017414,           0.0097606,           0.0030856,            0.000166,            0.000166,            0.000166
