               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.018555,            0.015565,           0.0028101,             0.82612,             0.82781,             0.84219,             0.65534,            0.019103,           0.0094681,           0.0037999,            0.004852,            0.004852,            0.004852
                 158,             0.01857,            0.015772,            0.003296,             0.87103,              0.7883,             0.85236,             0.64891,            0.018614,            0.009537,           0.0037501,            0.004819,            0.004819,            0.004819
                 159,            0.018534,            0.015509,             0.00232,             0.84599,             0.82571,             0.85647,             0.66662,            0.017898,           0.0094988,           0.0040823,            0.004786,            0.004786,            0.004786
                 160,            0.017152,            0.015822,           0.0024529,             0.87716,              0.8082,             0.87945,             0.66714,            0.018129,           0.0096395,           0.0036014,            0.004753,            0.004753,            0.004753
                 161,            0.017546,            0.015426,            0.001997,             0.89701,             0.82916,             0.88425,             0.70692,            0.017888,           0.0096632,           0.0033956,             0.00472,             0.00472,             0.00472
                 162,            0.017491,            0.015775,           0.0017003,             0.84768,             0.81572,             0.85608,              0.6763,            0.018479,           0.0096322,           0.0028591,            0.004687,            0.004687,            0.004687
                 163,             0.01774,            0.014501,           0.0018561,             0.86605,             0.81139,             0.86635,             0.68665,            0.017944,           0.0092844,           0.0029736,            0.004654,            0.004654,            0.004654
                 164,            0.017451,            0.015135,           0.0023706,             0.87515,             0.78309,             0.87128,             0.68886,            0.017664,           0.0095776,           0.0051236,            0.004621,            0.004621,            0.004621
                 165,            0.017501,            0.015029,           0.0015628,             0.77249,             0.86313,              0.8766,             0.68697,            0.017667,           0.0095591,             0.00519,            0.004588,            0.004588,            0.004588
                 166,            0.017519,            0.015245,           0.0017082,             0.80831,             0.82759,             0.86774,             0.68614,            0.017316,           0.0096163,            0.004096,            0.004555,            0.004555,            0.004555
                 167,            0.016462,            0.014054,           0.0017508,             0.87222,             0.78135,             0.85411,             0.66897,             0.01853,           0.0099646,           0.0078411,            0.004522,            0.004522,            0.004522
                 168,            0.017381,            0.014883,           0.0025344,             0.90396,             0.78299,             0.85794,                0.67,            0.018466,            0.010349,           0.0031441,            0.004489,            0.004489,            0.004489
                 169,            0.016965,             0.01466,           0.0021488,             0.88593,             0.82757,             0.87081,             0.67578,             0.01795,           0.0097999,           0.0029841,            0.004456,            0.004456,            0.004456
                 170,            0.016944,            0.014209,           0.0025191,             0.93089,             0.75287,             0.85362,             0.67893,            0.018724,            0.009921,           0.0033568,            0.004423,            0.004423,            0.004423
                 171,            0.017104,            0.014435,           0.0021219,             0.89742,             0.80178,             0.87586,             0.68571,            0.018645,           0.0092825,           0.0031162,             0.00439,             0.00439,             0.00439
                 172,            0.017663,            0.014636,           0.0016091,             0.75527,             0.85099,             0.85987,             0.67171,            0.018366,           0.0087333,           0.0096665,            0.004357,            0.004357,            0.004357
                 173,            0.016605,             0.01506,           0.0018307,             0.89297,              0.8055,              0.8888,             0.69947,            0.018089,            0.009088,           0.0033876,            0.004324,            0.004324,            0.004324
                 174,            0.016892,            0.015352,           0.0015884,             0.86153,             0.83753,             0.88566,             0.69858,            0.017551,           0.0091814,           0.0025565,            0.004291,            0.004291,            0.004291
                 175,            0.018164,            0.014781,           0.0018625,             0.90295,             0.77536,             0.86475,             0.68095,             0.01795,           0.0096102,            0.003472,            0.004258,            0.004258,            0.004258
                 176,            0.016636,            0.015436,           0.0015973,             0.86536,             0.79604,             0.85722,             0.67263,            0.018114,           0.0095666,           0.0057725,            0.004225,            0.004225,            0.004225
                 177,            0.017545,            0.014647,           0.0022692,             0.86178,              0.8209,             0.86455,             0.69683,            0.018705,           0.0095502,           0.0038491,            0.004192,            0.004192,            0.004192
                 178,            0.016223,            0.014243,           0.0014537,             0.92259,             0.76242,             0.84318,              0.6921,            0.018268,            0.009774,            0.004558,            0.004159,            0.004159,            0.004159
                 179,            0.015546,            0.013437,           0.0015039,             0.92573,             0.77529,             0.84235,             0.68162,            0.018566,           0.0098987,           0.0066143,            0.004126,            0.004126,            0.004126
                 180,            0.017357,            0.014775,            0.001799,              0.9001,             0.75601,              0.8569,             0.67541,            0.018093,           0.0098748,             0.00855,            0.004093,            0.004093,            0.004093
                 181,            0.016117,            0.013997,            0.001733,             0.86536,              0.8111,             0.85495,              0.6918,            0.017628,           0.0093974,           0.0038679,             0.00406,             0.00406,             0.00406
                 182,            0.015952,            0.015098,           0.0018555,             0.89239,             0.78603,              0.8693,             0.68769,            0.017595,           0.0097541,           0.0020947,            0.004027,            0.004027,            0.004027
                 183,            0.016392,            0.014696,           0.0016535,             0.90989,             0.79289,              0.8636,             0.67098,            0.018218,            0.010416,           0.0019976,            0.003994,            0.003994,            0.003994
                 184,            0.015414,              0.0143,              0.0016,             0.87674,             0.80238,             0.84919,             0.66398,            0.019252,            0.010619,           0.0030712,            0.003961,            0.003961,            0.003961
                 185,            0.015775,            0.014117,           0.0014944,             0.90235,             0.81329,             0.85377,             0.68274,            0.019298,            0.010297,           0.0021027,            0.003928,            0.003928,            0.003928
                 186,            0.016351,            0.014602,           0.0014474,             0.91676,             0.81683,             0.86657,             0.69396,             0.01879,           0.0099325,           0.0017253,            0.003895,            0.003895,            0.003895
                 187,            0.016451,            0.015146,           0.0011574,             0.87557,              0.8487,             0.87514,             0.71492,            0.017391,           0.0094435,           0.0018055,            0.003862,            0.003862,            0.003862
                 188,            0.015286,            0.013855,           0.0012222,              0.9227,             0.82744,             0.86948,             0.71041,            0.017574,           0.0095547,           0.0020191,            0.003829,            0.003829,            0.003829
                 189,            0.016209,            0.013452,           0.0014685,              0.9415,               0.807,             0.87651,             0.72145,            0.018114,           0.0095425,           0.0013892,            0.003796,            0.003796,            0.003796
                 190,            0.016292,            0.014683,           0.0011408,             0.89861,             0.82759,             0.88811,             0.71321,            0.018352,           0.0093232,           0.0021716,            0.003763,            0.003763,            0.003763
                 191,            0.015723,            0.014717,           0.0013783,             0.88024,             0.82982,             0.88492,             0.71773,            0.017388,           0.0092043,           0.0028218,             0.00373,             0.00373,             0.00373
                 192,            0.015306,            0.014834,           0.0011853,             0.89346,              0.8378,             0.87662,             0.70441,            0.017871,           0.0094716,           0.0026759,            0.003697,            0.003697,            0.003697
                 193,            0.014973,            0.013519,           0.0011792,              0.8725,             0.84399,             0.87056,             0.71062,             0.01844,           0.0096036,           0.0027872,            0.003664,            0.003664,            0.003664
                 194,            0.015126,            0.013791,           0.0010332,             0.90381,              0.8072,             0.86588,             0.69058,            0.018679,            0.010019,           0.0026631,            0.003631,            0.003631,            0.003631
                 195,            0.014778,            0.013141,           0.0011849,             0.81898,             0.81637,             0.84621,              0.6743,            0.018397,            0.010067,           0.0048059,            0.003598,            0.003598,            0.003598
                 196,            0.014597,            0.013614,           0.0018583,             0.89607,             0.76982,              0.8443,             0.67806,            0.017846,            0.010095,           0.0050421,            0.003565,            0.003565,            0.003565
                 197,            0.015614,            0.013761,           0.0013327,             0.92765,              0.7839,             0.87435,             0.69595,             0.01782,            0.010128,            0.003312,            0.003532,            0.003532,            0.003532
                 198,            0.015461,            0.014086,             0.00156,             0.92486,              0.8236,             0.87117,             0.70192,            0.018434,            0.010228,            0.003918,            0.003499,            0.003499,            0.003499
                 199,             0.01526,            0.013483,           0.0013748,             0.93132,              0.8004,             0.87877,             0.70806,            0.017775,             0.01037,           0.0020752,            0.003466,            0.003466,            0.003466
                 200,            0.015143,            0.013749,            0.001585,             0.90784,             0.81122,             0.88196,             0.69105,            0.017682,            0.010217,           0.0017613,            0.003433,            0.003433,            0.003433
                 201,            0.015588,            0.013528,            0.001586,             0.85825,             0.84272,             0.88111,              0.6918,            0.018181,            0.010614,           0.0024331,              0.0034,              0.0034,              0.0034
                 202,            0.015589,            0.013339,           0.0017472,             0.84564,             0.84023,             0.87603,             0.69227,            0.018134,            0.010467,           0.0025694,            0.003367,            0.003367,            0.003367
                 203,            0.015341,            0.014397,           0.0016418,             0.84817,             0.81645,             0.87907,             0.69128,            0.018139,             0.01044,           0.0014783,            0.003334,            0.003334,            0.003334
                 204,            0.014722,            0.013909,           0.0013946,             0.86341,              0.8266,             0.87834,             0.70582,            0.018208,            0.010127,           0.0018783,            0.003301,            0.003301,            0.003301
                 205,            0.014888,            0.014407,           0.0014005,             0.93247,             0.81083,             0.88781,             0.71682,            0.017761,           0.0099854,           0.0012906,            0.003268,            0.003268,            0.003268
                 206,            0.015221,            0.013194,           0.0014049,             0.91018,             0.83767,             0.89541,             0.72148,            0.017356,           0.0098548,           0.0015169,            0.003235,            0.003235,            0.003235
                 207,            0.015091,            0.014261,           0.0013125,             0.92076,             0.80181,             0.89178,             0.71655,            0.017834,           0.0098115,            0.001854,            0.003202,            0.003202,            0.003202
                 208,            0.013956,            0.013584,           0.0011162,             0.93885,              0.7791,             0.88516,             0.70938,            0.017822,            0.009492,           0.0030418,            0.003169,            0.003169,            0.003169
                 209,             0.01457,            0.013636,           0.0011476,             0.82271,             0.86808,             0.88518,             0.69652,            0.018162,           0.0095376,           0.0022035,            0.003136,            0.003136,            0.003136
                 210,            0.015084,            0.013649,           0.0013112,             0.85303,             0.87612,             0.89031,             0.70268,            0.017979,           0.0097711,           0.0020888,            0.003103,            0.003103,            0.003103
                 211,            0.014787,            0.013096,           0.0019697,             0.87272,             0.81917,             0.88477,             0.70004,            0.018031,           0.0099096,           0.0031954,             0.00307,             0.00307,             0.00307
                 212,             0.01433,            0.013107,           0.0015336,             0.90853,             0.80529,             0.87301,             0.70363,            0.018074,           0.0098649,           0.0021069,            0.003037,            0.003037,            0.003037
                 213,            0.014204,            0.013297,            0.001237,             0.92523,             0.80217,             0.87449,             0.69582,             0.01819,            0.010174,           0.0018952,            0.003004,            0.003004,            0.003004
                 214,            0.014014,            0.013362,           0.0011864,             0.92837,             0.77705,             0.87017,             0.70186,            0.018249,           0.0098968,           0.0036246,            0.002971,            0.002971,            0.002971
                 215,            0.014213,            0.013512,           0.0011285,             0.83627,             0.83379,              0.8599,             0.68698,            0.018489,            0.010452,           0.0049889,            0.002938,            0.002938,            0.002938
                 216,            0.014662,            0.013646,           0.0013082,             0.83374,              0.8221,             0.84991,             0.68745,            0.018182,            0.010457,           0.0082051,            0.002905,            0.002905,            0.002905
                 217,            0.014383,            0.012416,           0.0011453,             0.87362,             0.78401,             0.84789,             0.67836,            0.018302,            0.010482,            0.010077,            0.002872,            0.002872,            0.002872
                 218,            0.014059,            0.013065,           0.0012148,             0.85011,             0.81736,             0.84836,             0.69127,            0.019302,            0.010749,           0.0066968,            0.002839,            0.002839,            0.002839
                 219,            0.014474,            0.013057,          0.00087953,             0.85279,             0.79087,             0.84725,             0.68353,            0.019208,             0.01097,           0.0046427,            0.002806,            0.002806,            0.002806
                 220,            0.014809,            0.013457,          0.00091323,             0.80322,             0.84615,             0.85423,             0.68064,            0.018509,            0.010883,           0.0039423,            0.002773,            0.002773,            0.002773
                 221,            0.014428,            0.013444,          0.00083579,             0.89875,             0.78155,             0.85264,             0.67151,            0.018461,            0.010913,           0.0046865,             0.00274,             0.00274,             0.00274
                 222,            0.014556,            0.012904,           0.0012249,             0.91659,             0.77199,             0.85699,             0.67989,             0.01874,            0.010778,           0.0035269,            0.002707,            0.002707,            0.002707
                 223,            0.014003,            0.013587,          0.00099016,             0.84405,             0.81761,             0.85235,             0.68037,            0.018685,            0.010555,            0.002359,            0.002674,            0.002674,            0.002674
                 224,            0.013983,            0.014157,           0.0010975,             0.90882,             0.78386,             0.85497,             0.69476,            0.018103,            0.010594,           0.0020362,            0.002641,            0.002641,            0.002641
                 225,            0.013789,            0.012862,          0.00073336,             0.88077,              0.8142,             0.84971,             0.67773,            0.018384,            0.010766,           0.0023428,            0.002608,            0.002608,            0.002608
                 226,             0.01366,            0.012811,           0.0011119,             0.89771,             0.79515,              0.8541,             0.67784,            0.018701,            0.010512,           0.0044127,            0.002575,            0.002575,            0.002575
                 227,            0.014293,            0.012671,           0.0024833,             0.93633,             0.78859,             0.87238,              0.7023,            0.017958,            0.010178,            0.004611,            0.002542,            0.002542,            0.002542
                 228,            0.013498,            0.013029,           0.0011318,             0.88988,             0.80851,             0.86948,             0.70395,            0.017877,            0.010051,           0.0042983,            0.002509,            0.002509,            0.002509
                 229,            0.013903,            0.012512,           0.0011197,             0.87552,             0.83821,             0.87258,             0.69918,            0.018104,           0.0099117,           0.0038354,            0.002476,            0.002476,            0.002476
                 230,            0.013063,            0.012719,           0.0007887,             0.88399,             0.80878,             0.84845,             0.68198,            0.018144,           0.0098565,            0.005717,            0.002443,            0.002443,            0.002443
                 231,            0.013881,            0.013327,          0.00097837,             0.88145,             0.80034,             0.84686,             0.68529,             0.01827,            0.010072,           0.0071074,             0.00241,             0.00241,             0.00241
                 232,            0.014044,            0.012639,           0.0010011,             0.87612,             0.79171,              0.8478,             0.68575,            0.018215,            0.010109,               0.006,            0.002377,            0.002377,            0.002377
                 233,             0.01372,            0.012212,           0.0010221,             0.81563,             0.84709,             0.86044,             0.69141,            0.017974,            0.010239,           0.0036283,            0.002344,            0.002344,            0.002344
                 234,            0.013547,            0.012436,          0.00090088,             0.87058,             0.81614,             0.86505,             0.69293,            0.017575,            0.010016,           0.0029976,            0.002311,            0.002311,            0.002311
                 235,            0.013798,            0.012966,          0.00077238,             0.88637,             0.81032,              0.8696,              0.7048,            0.017944,            0.010183,           0.0029876,            0.002278,            0.002278,            0.002278
                 236,            0.013161,            0.013447,          0.00096333,             0.89282,             0.82482,              0.8623,             0.69595,            0.018508,            0.010278,           0.0039608,            0.002245,            0.002245,            0.002245
                 237,            0.013299,            0.012779,          0.00075081,             0.86138,             0.84612,             0.85499,             0.69839,            0.017969,            0.010243,            0.003877,            0.002212,            0.002212,            0.002212
                 238,            0.013375,            0.012783,          0.00074316,             0.89244,             0.84077,             0.86237,             0.71173,            0.017793,            0.010055,           0.0046724,            0.002179,            0.002179,            0.002179
                 239,            0.012741,            0.012087,          0.00080168,             0.88738,             0.84425,              0.8628,             0.71669,            0.017988,            0.010162,           0.0042263,            0.002146,            0.002146,            0.002146
                 240,            0.013717,            0.013098,           0.0016979,             0.89029,             0.83628,             0.86489,             0.70773,            0.018097,            0.010183,           0.0033118,            0.002113,            0.002113,            0.002113
                 241,            0.013105,            0.012925,           0.0015639,              0.9008,             0.83438,              0.8649,             0.70174,            0.017977,            0.010075,            0.004591,             0.00208,             0.00208,             0.00208
                 242,            0.012861,            0.012109,           0.0010361,             0.91307,             0.82067,             0.87006,             0.70389,            0.018155,            0.010161,           0.0030462,            0.002047,            0.002047,            0.002047
                 243,            0.013243,            0.012187,           0.0010327,             0.87952,             0.82768,             0.86218,              0.6957,            0.018128,            0.010167,           0.0029177,            0.002014,            0.002014,            0.002014
                 244,            0.012982,             0.01263,          0.00072605,             0.84371,             0.82641,             0.85028,             0.69091,            0.018319,            0.010334,             0.00382,            0.001981,            0.001981,            0.001981
                 245,            0.012765,            0.011574,          0.00073217,             0.89714,             0.78022,              0.8622,             0.70003,            0.017925,            0.010156,           0.0039917,            0.001948,            0.001948,            0.001948
                 246,            0.012871,            0.011929,          0.00080471,             0.92957,              0.7772,             0.86061,             0.71028,            0.017838,           0.0097729,           0.0038479,            0.001915,            0.001915,            0.001915
                 247,            0.012388,            0.012503,            0.001045,             0.89562,             0.79055,             0.86849,             0.70489,            0.017898,           0.0097723,           0.0031284,            0.001882,            0.001882,            0.001882
                 248,            0.012663,            0.012066,          0.00097232,             0.85278,             0.84518,             0.86865,             0.69377,            0.017661,           0.0096481,           0.0028706,            0.001849,            0.001849,            0.001849
                 249,            0.012575,            0.011445,          0.00092907,             0.85376,             0.84402,             0.87119,              0.7048,            0.017642,            0.009893,           0.0027364,            0.001816,            0.001816,            0.001816
                 250,            0.013724,            0.012315,          0.00092825,             0.86856,             0.82065,             0.87212,             0.70612,            0.017778,            0.010061,           0.0028349,            0.001783,            0.001783,            0.001783
                 251,            0.012981,            0.012653,          0.00071209,             0.87598,             0.82105,             0.86329,             0.69887,            0.017798,            0.010404,           0.0026955,             0.00175,             0.00175,             0.00175
                 252,            0.011953,             0.01111,          0.00082836,             0.89761,             0.79901,             0.85787,              0.6992,            0.017718,            0.010633,           0.0022117,            0.001717,            0.001717,            0.001717
                 253,            0.012829,            0.012716,          0.00062733,             0.86629,             0.82127,             0.86659,             0.69958,            0.017554,            0.010535,           0.0025308,            0.001684,            0.001684,            0.001684
                 254,            0.013134,            0.011808,          0.00082923,             0.87201,             0.81687,             0.87221,             0.70832,            0.017606,            0.010367,           0.0026102,            0.001651,            0.001651,            0.001651
                 255,             0.01246,            0.011662,          0.00067323,             0.88967,              0.8095,             0.86592,             0.69652,            0.017779,            0.010436,           0.0022576,            0.001618,            0.001618,            0.001618
                 256,            0.012343,            0.011869,          0.00056289,             0.86853,             0.82971,              0.8724,             0.70462,            0.017599,            0.010263,           0.0024534,            0.001585,            0.001585,            0.001585
                 257,            0.012855,            0.012585,          0.00080552,             0.89346,             0.79537,              0.8676,             0.70796,            0.017306,            0.010183,           0.0033132,            0.001552,            0.001552,            0.001552
                 258,             0.01211,            0.011235,          0.00081903,             0.90382,             0.79308,             0.86048,             0.70744,            0.017183,            0.010074,           0.0050237,            0.001519,            0.001519,            0.001519
                 259,            0.012147,            0.011511,          0.00052263,             0.88339,              0.8113,             0.86534,             0.70417,            0.017149,            0.010105,           0.0034484,            0.001486,            0.001486,            0.001486
                 260,            0.012209,            0.011281,          0.00083521,             0.89235,             0.81364,             0.86206,             0.70281,            0.017129,             0.01016,           0.0023608,            0.001453,            0.001453,            0.001453
                 261,            0.012893,             0.01253,          0.00099778,             0.86862,             0.79046,             0.85763,             0.69639,            0.017442,            0.010101,           0.0049536,             0.00142,             0.00142,             0.00142
                 262,            0.012529,            0.011496,          0.00046676,             0.87824,             0.80655,             0.85459,             0.69251,            0.017899,            0.010415,            0.004908,            0.001387,            0.001387,            0.001387
                 263,            0.013058,            0.012457,           0.0010065,              0.8767,             0.80652,             0.86025,             0.69411,            0.017913,            0.010493,           0.0040858,            0.001354,            0.001354,            0.001354
                 264,            0.012406,            0.012104,          0.00078825,             0.88809,             0.80692,             0.86181,             0.69841,            0.017681,             0.01053,           0.0035772,            0.001321,            0.001321,            0.001321
                 265,            0.012158,            0.011209,          0.00082757,             0.88351,              0.7979,             0.87266,             0.70955,            0.017154,            0.010145,           0.0035611,            0.001288,            0.001288,            0.001288
                 266,            0.011983,            0.011693,          0.00056365,             0.88045,             0.81128,             0.87679,              0.7103,              0.0173,            0.010168,           0.0036168,            0.001255,            0.001255,            0.001255
                 267,            0.011425,            0.011647,           0.0007297,             0.88991,             0.83106,             0.87586,             0.71522,            0.017563,            0.010113,           0.0027091,            0.001222,            0.001222,            0.001222
                 268,            0.012244,            0.011495,          0.00070284,              0.8806,             0.83256,             0.87514,              0.7092,            0.017769,            0.010075,           0.0019525,            0.001189,            0.001189,            0.001189
                 269,            0.012477,            0.011265,          0.00066042,             0.90904,             0.80127,             0.87795,             0.71361,            0.017711,             0.01007,           0.0022169,            0.001156,            0.001156,            0.001156
                 270,            0.011941,            0.011418,          0.00054577,             0.89914,             0.81171,             0.87544,              0.7123,            0.017903,            0.010238,           0.0023796,            0.001123,            0.001123,            0.001123
                 271,            0.012298,            0.011224,          0.00068912,             0.90842,             0.78905,             0.87094,             0.71386,            0.017797,             0.01039,           0.0023855,             0.00109,             0.00109,             0.00109
                 272,            0.012697,            0.011733,          0.00081988,             0.88167,              0.8312,             0.86697,             0.70904,             0.01794,            0.010491,           0.0022095,            0.001057,            0.001057,            0.001057
                 273,            0.012597,            0.012484,          0.00094472,             0.91099,               0.792,             0.87016,             0.71177,            0.017934,            0.010357,           0.0023494,            0.001024,            0.001024,            0.001024
                 274,            0.012237,            0.011042,          0.00082483,              0.8903,             0.81986,             0.87177,             0.71142,            0.018085,            0.010297,           0.0023047,            0.000991,            0.000991,            0.000991
                 275,            0.011898,            0.011924,          0.00079762,             0.90237,             0.80854,             0.87204,             0.72112,            0.018167,            0.010434,           0.0019224,            0.000958,            0.000958,            0.000958
                 276,            0.011789,            0.011632,           0.0007277,             0.90539,             0.81264,             0.87214,             0.71836,            0.018243,             0.01055,           0.0022805,            0.000925,            0.000925,            0.000925
                 277,            0.011979,            0.011541,          0.00070718,             0.90436,             0.80616,             0.87065,             0.70661,            0.018242,            0.010594,           0.0030186,            0.000892,            0.000892,            0.000892
                 278,            0.011842,            0.011614,           0.0007412,             0.90419,             0.80757,             0.86999,             0.71282,            0.018355,            0.010506,           0.0034255,            0.000859,            0.000859,            0.000859
                 279,            0.012143,            0.012237,           0.0004727,             0.91395,             0.79583,              0.8716,             0.71612,             0.01814,            0.010309,           0.0030712,            0.000826,            0.000826,            0.000826
                 280,            0.011688,            0.011272,           0.0010156,             0.91464,             0.79888,             0.87493,             0.71453,            0.018123,            0.010229,           0.0025659,            0.000793,            0.000793,            0.000793
                 281,            0.011232,            0.011359,          0.00054589,              0.8983,             0.81235,             0.87432,             0.71489,            0.018226,            0.010335,           0.0024154,             0.00076,             0.00076,             0.00076
                 282,             0.01195,            0.011204,          0.00068787,             0.89671,             0.81656,             0.87376,              0.7102,            0.018264,            0.010401,           0.0017374,            0.000727,            0.000727,            0.000727
                 283,            0.011853,            0.011502,          0.00072433,             0.89058,             0.81891,              0.8705,             0.70922,            0.018163,            0.010576,           0.0015607,            0.000694,            0.000694,            0.000694
                 284,            0.012423,            0.012508,           0.0005437,              0.9205,             0.80593,             0.87214,             0.71409,            0.018145,            0.010634,           0.0014417,            0.000661,            0.000661,            0.000661
                 285,            0.012172,            0.012256,          0.00066517,             0.90061,             0.80492,             0.86942,             0.71496,             0.01811,             0.01066,           0.0016885,            0.000628,            0.000628,            0.000628
                 286,             0.01129,            0.011141,          0.00048011,             0.90762,             0.80281,              0.8729,             0.71665,            0.018142,            0.010551,           0.0016116,            0.000595,            0.000595,            0.000595
                 287,             0.01118,            0.011321,          0.00051493,             0.90714,             0.81627,             0.87241,             0.72198,            0.018385,            0.010539,           0.0015155,            0.000562,            0.000562,            0.000562
                 288,            0.011622,            0.011291,          0.00049094,             0.88792,             0.82134,             0.87286,             0.71104,            0.018352,            0.010521,           0.0016131,            0.000529,            0.000529,            0.000529
                 289,            0.011618,            0.011319,          0.00059655,             0.89653,             0.82071,             0.87257,             0.71166,            0.018574,            0.010544,           0.0015216,            0.000496,            0.000496,            0.000496
                 290,            0.011312,            0.010994,          0.00058157,             0.90165,             0.81025,              0.8727,             0.71174,            0.018643,            0.010582,           0.0014393,            0.000463,            0.000463,            0.000463
                 291,            0.011869,            0.011573,          0.00050224,             0.89897,              0.8212,             0.87366,              0.7145,            0.018618,            0.010536,           0.0016165,             0.00043,             0.00043,             0.00043
                 292,            0.011594,            0.011039,          0.00060919,             0.89367,             0.82043,             0.87384,             0.71944,            0.018489,            0.010398,           0.0017396,            0.000397,            0.000397,            0.000397
                 293,            0.011261,            0.011209,          0.00071747,             0.90507,             0.81363,             0.87485,             0.72382,             0.01839,            0.010358,           0.0020297,            0.000364,            0.000364,            0.000364
                 294,            0.011521,            0.010796,           0.0007376,             0.90231,             0.80894,             0.87314,              0.7201,            0.018259,            0.010342,           0.0023784,            0.000331,            0.000331,            0.000331
                 295,            0.010741,            0.010959,          0.00049694,             0.90089,             0.80735,             0.87449,             0.71643,            0.018222,            0.010315,           0.0025714,            0.000298,            0.000298,            0.000298
                 296,            0.011525,            0.012209,          0.00046502,             0.90405,             0.80807,             0.87192,             0.71799,            0.018306,            0.010435,           0.0028799,            0.000265,            0.000265,            0.000265
                 297,            0.011627,             0.01161,          0.00077854,             0.90716,             0.80779,             0.87179,             0.71388,            0.018346,            0.010459,           0.0028344,            0.000232,            0.000232,            0.000232
                 298,            0.012152,            0.011342,          0.00062653,             0.93072,             0.80675,             0.87135,             0.70936,            0.018329,            0.010499,           0.0027035,            0.000199,            0.000199,            0.000199
                 299,            0.011046,            0.010688,          0.00039295,             0.91324,             0.81456,             0.87249,             0.71196,            0.018366,            0.010553,           0.0027929,            0.000166,            0.000166,            0.000166
